Tweet,anger,disgust,fear,sadness,pessimism,anticipation,love,optimism,joy,surprise,trust
@saadhariri بعدك بتدافع عنهم بالرغم انهم هانوك وضربوك. انت شخص عجيب,1,0,0,0,0,0,0,0,0,1,0
@saadhariri كلامي هذا موجه لمن سلم عقلة للوسائل الاعلام ويتلاعبون فيه كيف ما شاؤوا من اين للرويتز الاخبار في ضرب سع… https,1,0,0,0,0,0,0,0,0,0,0
@saadwadies @nadia_almobark وجع خير كذا يهرج,0,0,0,0,1,0,0,0,0,0,0
@saaraali_14 لو عبد الباري عطوان فيه خير كان اهتم بالشان الفلسطيني ومشاكل الاراضي المحتله ولكن هذا ديدن المرتزقة اخ… https,1,0,0,1,0,0,0,0,0,0,0
@SaaraTwet @ask_riyadh1 ارحمينا ياللي مختمه الاذواق ماسألتك وش رايك خلي عنك دودة اللقافه وقولي خير او انطمي,1,0,0,0,0,0,0,0,0,0,0
@sabqorg الان العلاج الاقوى والطبيعي للرجـال لحل المشاكل الجنسية||||مجموعه فيتوليزالطبيعيه💪||||مقويات جنسية طبيعية 100%… https,0,0,0,0,0,0,0,0,0,0,0
 #هل_من_داعي_استجيب_له||||اللهم في الثلث الاخر من الليل اغفر لي ذنوبي دقها وجلها صغيرها وكبيرها ظاهرها وباطنها قديمها وحديثها…,0,0,0,0,0,0,0,1,0,0,1
@sabqorg عجيب,0,0,0,0,0,0,0,0,0,1,0
@sabqorg وداعا للفياجرا والمنتجات الوقتية👏||العلاج الامريكي➰ الجين شيا👌||طبيعي ١٠٠% ليس له اثار جانبية🌱||علاج  القذف ا… https,0,0,0,0,0,0,0,0,0,0,0
@sabryeldefraw جمال مع العميل  البرادعي!!!! الذي كتب ملفات مزوره عن قدرة العراق النووية واعطي المبرر لدمار العراق ..عجيب امور غريب قضية,0,0,0,0,0,0,0,0,0,1,0
@Sada_alshabab مابيحصل ناظي يلعبه اساسي على مستواه ذا واتوقع لو رجع العمار بيتركن احتياط في الشباب فعشان كذا اذا مب… https,0,0,0,0,0,1,0,0,0,0,0
@sadaalmalaeb @mustafa_agha وداعا للفياجرا والمنتجات الوقتية👏||العلاج الامريكي➰ الجين شيا👌||طبيعي ١٠٠% ليس له اثار جا… https,0,0,0,0,0,0,0,0,0,0,0
@sadignoor1 كلام غريب,0,0,0,0,0,0,0,0,0,1,0
@sadNspectacular قولي مافكرت فيه للان اذا توظفت يصير خير,0,0,0,0,0,1,0,0,0,0,0
@Saeed01769 روح روح رحرر بلدك من اليهود احسن لك من تنشغل بشؤن السعوديه مايخصك اذا  فيك خير  شف الغتيلات اللي تصير ع… https,1,0,0,0,0,0,0,0,0,0,0
@Saeedalmutarafi @azrtoom2044 تستاهل كل خير يا كوتش 👍,0,0,0,0,0,0,1,0,0,0,1
@saeedelrashedy1 صعد بصعوبه وسيناريو غريب ٤-٢,0,0,0,0,0,0,0,0,0,1,0
@Safoor711 @khir_omh @amantalbaha @MaqbulAlaliani @Flw_saudia تستاهل ننتظر منك الأجمل والأفضل انت خير من يمثلنا,0,0,0,0,0,0,1,0,0,0,1
@Charismalazy لا خير روحي دخلي اسمي بالتطوع و طبي بعدها,0,0,0,0,0,1,0,0,0,1,0
@saheh_hadith الشرح جزاك الله خير,0,0,0,0,0,0,1,0,0,0,1
@saher2035 احنا ونتوا متعاكسين بشكل عجيب سبحان الله ...بس اللي ياخذ مكان البنت بالثرثرة هو الغريب😂,0,0,0,0,0,0,0,0,0,1,0
@salah_kaaki1 يسعد صباحكم بكل خير,0,0,0,0,0,0,1,0,1,0,0
@salahn71 @SherifRAyad ده وجع قلب يا دكتور و الله,0,0,0,0,1,0,0,0,0,0,0
@salamag2 جزاك الله خير ولا اراكم مكروه,0,0,0,0,0,0,1,0,1,0,1
@salehalqalati شكراً لا تكفي لسعادتكم.. كنت خير موجه كنت قدوة للعمل الجاد والمستمر .. محب للعمل الجماعي..عملت بسياس… https,0,0,0,0,0,0,1,1,1,0,0
@salmaadelmans33 يارب ❤,0,0,0,0,0,0,0,0,0,0,1
@Salmamariee امين يا رب الله يحزيكِ الخير ❤,0,0,0,0,0,0,1,0,1,0,0
@salman00_ali في امل صديقي🌚😂.,0,0,0,0,0,0,0,1,0,0,0
@SalmanBehbehani اجرنا واجرك جزاك الله خير,0,0,0,0,0,0,0,1,0,0,1
@SalmanSultan123 @anaelmasri2121 مصر والسعودية يد واحده للأبد والله يبارك في ديرة خير الانام,0,0,0,0,0,0,1,0,0,0,1
@salshammari92 اجرنا واجرك الله يجزاك خير,0,0,0,0,0,0,1,0,0,0,1
@saltan28 يفشل .. ومافيه أحد يكلمه يقول يا غبي فضحتنا .. نقطة ضعف على الدولة حتى هجومه على الخصوم مضحك,1,0,0,0,0,0,0,0,0,1,0
@samar_ALsulaim ولا أفتكر أنه قشيت ملابس كثير الحمدلله ماكنت مطفرة كان حلم بمعنى حلم منجد😂,0,0,0,0,0,1,0,0,1,0,0
@Samar_K_ الجو جميل ❤,0,0,0,0,0,0,0,1,0,0,0
@SamarDJarrah اي قيم قيم ابو غريب مثلاً,0,0,0,0,0,0,0,0,0,1,0
@SamarDJarrah شنو الي يجبرهم على السفالة يا سمر؟||شي غريب حتى لو كان ذباب موجة||نفسي اعرف أمر التوجية لهم ||مثلا ((غرد… https,1,0,0,0,0,0,0,0,0,1,0
@samialothman_ اراها رفسة الثور المدبوح ||آخر امل للاخوان وتنظيم الحمدين في الانتقام من السعوديه العظمي بعدما افسدت عليهم الربيع العبري,1,0,0,0,0,0,0,0,0,1,0
"@Samialtaweel1 يا سامي القوة اليوم بالاعلام||وقناة الجزيرة جعلتكم حديث الشعوب||الجميع خسران ،الصلح خير",0,0,0,0,0,1,0,1,0,0,0
@samirko25 جزاك الله خير يبو احمد,0,0,0,0,0,0,1,0,1,0,0
@Sammyadam10 @ahmedhalb91 @Faith_Ib_ @queenghazala @RD_turk الخبل جابته امك ||تعلم الحوار وآدابه ثم جادلنا ||وهل تذكر… https,1,0,0,0,0,0,0,0,0,0,0
@samor_99 انا من الناس اللي كذا اسلوبي ترا مع الناس اللي احبهم||امزح كثير اذا مزحت مع احد وفهمها غلط واخذ الموضوع بج… https,0,0,0,0,0,1,0,0,0,0,1
@Samt_alahsys صبآحگ فرح بلآ حد ي #طُهر🍃,0,0,0,0,0,0,1,0,1,0,0
@samykleyb طالما يوجد من يدعم قتل بشار الأسد لشعبه بالبراميل والصواريخ فلا غريب أن هناك من يتاجر بقضية خاشقجي بما ي… https,1,0,0,0,1,0,0,0,0,0,0
@sandysy91223 يارب يكون خير ..||روئي ساندي مين مزعلك ..||تباً لهم,0,0,0,1,0,0,1,0,0,0,0
@Sanf0o0rah1 ياالله 🤦‍♀|| عسى خير ان شاء الله 💛,0,0,0,0,0,0,0,1,0,0,0
 قال مالك بن أنس||إذا ظهر الباطل على الحق كان||الفساد في الأرض وقليل الباطل||وكثرة هلكة وإن لزوم الحق نجاة||||وقال مالك بن أنس…,0,0,0,1,1,0,0,0,0,0,0
@sara_sita3 هاردلك وتحيه كبيرة من القلب ❤||للوفاق سطيف 👏👏👏💚❤,0,0,0,0,0,0,1,0,1,0,0
@sara_sss96 م بقى ف الموضوع اي امل 😂💔,0,0,0,1,1,0,0,0,0,0,0
@SARA_W_L حسبي الله ونعم الوكيل هانجيب لك حقك لانك فوضتي ربنا ||وافوض امري الي الله انه بصير بالعباد تكفيكي شر مكائد… https,0,0,0,1,0,1,0,0,0,0,1
@saraalnagar207 والله هي عدوه وانتشرت بس فرفشي يا سرسور مفيش حاجه مستاهله ❤,1,0,0,0,0,0,0,0,0,0,0
" #نطالب_بتجديد_عقد_عموري||كفّر عن ضعف شخصيتك بالتجديد مع عموري، خل لك فعل يُذكر!",0,0,0,0,0,1,0,0,0,1,0
||والرغبة الجنسي… https,0,1,0,0,0,0,0,0,0,0,0
خذ صحتي بس لا اشوفك تشتكي وجع||ليت التعب لا من نوى لك انحنى لي,0,0,0,1,1,0,0,0,0,0,0
 #أدب_الوطن||||رأى عبدالرحمن الداخل نخلة برصافته أثارت فيه شجونه شبيهة به فكلاهما غريب عن وطنه||||تبدّت لنا وســـط الرصافة نخلةٌ||تن…,0,0,0,0,0,1,0,0,0,0,0
ي وجع قلبي💔💔💔💔,0,0,0,1,1,0,0,0,0,0,0
" كثرة الذكر سِرّ عجيب في الفَتح، وفي التوفيق وفي التيسير، فإذا أراد الله أن يزيد درجة العبد جعله يذكر الله على كل أحيانه.||#الشنقي…",0,0,0,0,0,0,0,1,0,0,1
@Bassam_13 الله يسلم لسانك استاذ محمدالملحم فعلا السعوديه تصنع رجال قيماوشيم وردك علي هذا الصغير فيصل يشفي الغليل و… https,0,0,0,0,0,1,1,0,0,0,0
@amaliabd_ ترا حتى امل الاوله ماعليها زود لكن اشوى من امل الحين,0,0,0,1,1,0,0,0,0,0,0
@cooooozx وعليكم السلام امل ممكن خاص,0,0,0,0,0,1,0,0,0,0,0
 @eradah_2008 @Alawwalbank @Sharqiya_Voice @Jubail_mt @imininews9 @aljubailtoday1 مبادرة جميله من البنك الاول رغم تحفظي الشديد…,0,0,0,0,0,1,0,0,1,0,0
@R_NS55 حبوب باندركس عجيب,0,0,0,0,0,1,0,0,0,0,0
@_fantasticH مسكين سعد تخيل للحين عنده امل ياخذون الابطال,0,0,0,0,0,1,0,0,0,1,0
"شيء غريب يقارنون مهاجم لعب 5 مبارايات بمهاجم ""هيقواين"" لعب 75 شيء عجيب 😂😂😂",0,0,0,0,0,0,0,0,0,1,0
@KuwaitFA وداعا للفياجرا والمنتجات الوقتية👏||العلاج الامريكي➰ الجين شيا👌||طبيعي ١٠٠% ليس له اثار جانبية🌱||علاج  القذف… https,0,0,0,0,0,0,0,0,0,0,0
نجيهن تقول غريب ديار كنت نا هو سيدهن,0,0,0,0,0,1,0,0,0,1,0
" @rbinhussain انسانيتك هذي يا ليت نشوفها على اخواننا العراقيين و السوريين بعد اللي "" كل يوم"" ينقتلون و يعذبون ولا الإنسانية لن…",0,0,1,1,0,0,0,0,0,0,0
@Hussain_Cp5 كلها وجع يد لو انه رباط كان م الومك,0,0,0,1,1,0,0,0,0,0,0
يسلمج حياااتي انتي .,0,0,0,0,0,0,1,0,1,0,0
@sarab303030 اجل اركدوو بلا حب بلا وجع قلب😂😂😂,0,0,0,0,1,0,0,0,0,0,0
@Sarah0Salem عجيب التحول القوي في المعاني كذا 😂,0,0,0,0,0,0,0,0,0,1,0
@SarahAlhaddad9 @taz_efakii في السودان تقعدي تنتظري الثلاثينات على امل انو الوضع حيزبط ||بس ابشرك في الثلاثينات حتكو… https,0,0,0,0,1,1,0,0,0,0,0
@SarahAllam10 الحاوي بنعشقه وحاليا هو وزير السعاده ❤||لكن اعذرني الماجيكو لن يتكرر❤❤,0,0,0,0,0,0,1,0,0,0,1
@sarahalotibi511 @f7w77 ربي يوفقه و يرزقه كل خير يارب.,0,0,0,0,0,0,1,1,0,0,0
@sarakanaani1989 بدو بياااااا واقعا||در اين وضعيت عجيب دوتاييمون!))),0,0,0,0,0,1,0,0,0,1,1
@saralfawzan عاد انتي مافي امل اكرهك😤😂,0,0,0,0,1,0,0,0,0,0,0
@sarayasser_23 كل عام وانتي بالف خير وصحه وسلامه يارب العالمين 🌺,0,0,0,0,0,0,1,0,1,0,0
@SaudAlThaidi اجرنا واجرك الله يجزاك خير,0,0,0,0,0,0,1,0,0,0,0
@saudibus222 مانقلت واضح ||جزاك الله خير,0,0,0,0,0,0,0,1,0,0,0
@SaudiHousing @SaudiHousingCC والله من قدمت لي سنه ونصف وانا اسال ولم احصل علي اجابه الله يجزاكم خير,0,0,0,0,0,1,0,0,0,0,0
@SaudiInEnglish @SaudiNews50 يبدوا ان الفهم عندك بطئ  قال انها التقارير تاخذ وقت طويل واستشهد بسجن ابو غريب ماقال ا… https,1,0,0,0,0,0,0,0,0,0,0
"@saudimomra السلام عليكم ، الازفلت وصل الى جميع احياء المملكة الا قريتنا (( لتين )) كلنا امل فيكم بايصال الازفلت ال… https",0,0,0,0,0,1,0,1,0,0,0
@SaudiNews50 ⭕️ مرئي صولات الموحدين||||▪️جــــديد ولايــ ــــة البركة|| يظهر ثبات عجيب للإنغماسيين تحت القصف الصليبي||🔻🔻||https,0,0,0,0,0,0,0,0,0,0,1
@SaudiNews50 #نطالب||#تدويل_قضية_خاشقجي_دولياً||||عن غريب ان شاء الله عند جهينة الخبر اليقين( الوعد قدام)👌🏽||||#تدويل_المهلكه,0,0,0,0,0,0,0,0,0,0,1
@saudinews50 ❗️إذا كنت تعانى من ضعف المبيعات❗️فأنت الأن بين يديك أضخم داتا تسويقية ❗️إمتلك سر مبيعات الشركات الكبرى… https,0,0,0,0,0,0,0,0,0,0,1
@SaudiNews50 الله يحرق كل من يعلن في التغريدات قسم بالله قرف ف قرف,1,1,0,0,0,0,0,0,0,0,0
"@SaudiNews50 ركعتا الضحى خير من الدنيا ومافيها،||هي محطة استراحة تعيد لك الأمل،||وتُجدّد لك النشاط،||وتحط عنك الخطايا،… https",0,0,0,0,0,0,0,1,0,0,1
@SaudiNews50 ما شاء الله .. الله يحرسه ويحفظه ويتمم عليه بكل خير ويحفظ والديه ويجزاهم كل خير .. لكن لو كان دون التع… https,0,0,0,0,0,0,1,0,0,0,0
@SaudiNews50 ماشاء الله ||الله يحفظه ويوفقه ويبارك فيه ||وجزى الله والديه كل خير,0,0,0,0,0,0,1,0,0,0,0
@SaudiNews50 نعم الأم ونعم التربيه ونعم الولد الصالح آلله يثبته خير ما ربت وين حقات السناب شات والتصاوير والسرسعه ف… https,0,0,0,0,0,0,1,0,1,0,0
@SaudiNews50 وداعا للفياجرا والمنتجات الوقتية👏||العلاج الامريكي➰ الجين شيا👌||طبيعي ١٠٠% ليس له اثار جانبية🌱||علاج  الق… https,0,0,0,0,0,0,0,0,0,0,1
@SaudiNews50 ياناس وربي نظرته نظرة امل وطموح وقوة ياحظنا فيه الله يطول بعمرك يا رب https,0,0,0,0,0,0,1,1,1,0,0
@SaudiNews50 يعني مافيه امل يمر على حلاق 😕,0,0,0,0,1,0,0,0,0,0,0
@SaudiProject 🌴يستغرب البعض من المطالبه بزراعة الاشجار بدل زراعة النخيل في الشوارع والحدائق العامه هناك أسباب علميه… https,0,0,0,0,0,1,0,0,0,1,0
@sawdalenezi اسعدالله صباحك بكل خير اابومشاري  صح بدنك,0,0,0,0,0,0,1,1,1,0,0
@sayidatynet وداعا للفياجرا والمنتجات الوقتية👏||العلاج الامريكي➰ الجين شيا👌||طبيعي ١٠٠% ليس له اثار جانبية🌱||علاج  الق… https,0,0,0,0,0,0,0,0,0,0,1
@sbgLM4ClYodoMHV الله يشفيها يارب ❤,0,0,0,0,0,0,1,1,0,0,0
@iEzOr مدري وش دخلني والله لو قريت هالكلمة بأي نص ابتسم ابتسامة حياء خير شدخلني 😂,0,0,0,0,0,0,0,0,1,0,0
@sd0_o الله يعديها يارب على خير,0,0,0,0,0,0,0,1,0,0,0
 هي أشياء لا تشتري ❤ ||جينات حب وانتماء قليل من يتوارثها 💛 https,0,0,0,0,0,0,1,0,0,0,0
@seham_mekawy 😂😂😂😂😂😂😂😂😂والله أنا فصلت ضحك لما شفتها,0,0,0,0,0,0,0,0,1,0,0
@SEkramyofficial ان شاء الله البطوله لينا ❤,0,0,0,0,0,0,1,1,0,0,0
@Semisviel @AyatoFansub @Mugi_nZk فيت صار icon الي مايحبه غريب,0,0,0,0,0,0,0,0,0,1,1
@sgeenalqedr لو فيك خير كان انت في اليمن ||ولا من خاف سلم ياشاعر المليون 😂😂😂😂,0,0,0,0,0,1,0,0,0,0,0
@sh3l0mk يارب ارزقني فَ أنت خير الرّازقين ..🍃,0,0,0,0,0,0,0,1,0,0,0
@sh4rk_blue بالعكس انا من الذين يريدون الاصلاحات بالفريق وتعديل كل ماهو لصالحة ولكن يجب على الجمهور ان يعي ان مثلما… https,0,0,0,0,0,1,0,0,0,0,1
@Sh9O__ جزاك الله خير 🌹,0,0,0,0,0,0,1,0,0,0,0
@Shabib1 جزاك الله خير أبو عبد الرحمن (ثعل البرد),0,0,0,0,0,0,1,0,0,0,0
@shacaleta1 @awad53 يزاج الله خير ... حكيمة ياست الكل 💐,0,0,0,0,0,0,1,0,0,0,0
@shacaleta1 ولج من اسمج نصيب يا عطيات هانم دام فرحه سويلي فول 😊صباح الخير,0,0,0,0,0,0,1,0,1,0,0
@shad_qu_ مافي ولا حرف ايجابي كلها امراض ومضاعفات سدوا نفسي الله يسد نفس د. سنيل https,1,1,0,1,1,0,0,0,0,0,0
@ShadySrour شوفوا نفوس المصرين في الربلاي ربنا مش هيكرمكم ابدا ابدا....يا تقوول خير يا تخرص كتكوا الارف تنمر وخرا و… https,1,1,0,0,0,0,0,0,0,0,0
@ShadySrour يا عم فكك وبلاش فيديوهات خالص ||وعيش حياتك بعيد عن وجع دماغ الناس ||الفاضية دي,1,0,0,0,0,0,0,0,0,0,0
@Shahad92_67 لا تركي ولا كوري ولا وجع راس ماغير اجنبي🙏🏻,0,0,0,0,0,0,0,0,0,0,1
@ShahadAlnejaim اللهم آمين يارب العالمين جزاك الله خير حبيبتي,0,0,0,0,0,0,1,1,0,0,0
@ShahadSx الله يجزيكي الخير يا قلبي ❤,0,0,0,0,0,0,1,1,0,0,0
@Shahirajam شفاكي الله وعافاكي يا أحلى وأغلى شهيرا ❤,0,0,0,0,0,0,1,1,0,0,0
@shakespeare_143 @RAR_321 من هنا اضغط شوب بعدين ثانب خير واختار اخر شنطه واقدر كذا تلبسه https,0,0,0,0,0,0,0,0,0,0,1
@Shamlawista يا الله جد كثير اشي محزن نشوف هيك اشي') ليه ما بنقدر نعلم ولادنا يكونوا ارائهم الخاصة ليه لازم نحفظهم الغلط,0,0,0,1,0,0,0,0,0,0,0
@shams_kurdistan الله يجعلها لكم سقيا خير,0,0,0,0,0,0,1,1,0,0,0
@Shatar_mutair @M_khalaf15 الف مبرووووك ويتمم لهم على خير,0,0,0,0,0,0,1,1,0,0,0
@shatat_yemania اح عذبتيني امل,0,0,0,1,0,0,0,0,0,0,0
"@ShathaKr طبعا حبيبتي||حتى لمن تعزميني، تعزميني بفلوسي خير ان شاءالله؟😂😂😂😂",0,0,0,0,0,0,0,0,1,0,0
@shawriz فعلاً صباح خير شوفي بيكهيون نزلت له صوره تكفين لطافتك 😭💕💕💕,0,0,0,0,0,0,1,0,1,0,0
@sherin0409 بجد معرفش ليه.  خصوصاً من الناس اللي عاملين نفسهم ليبراليين  ومدعي حرية  الرأي والتعبير  والرأي والرأي… https,1,0,0,0,0,0,0,0,0,0,0
@sherine اذا من البدايه اتنازلت الوحدة عن حقوقها عشان خاطر اللي معاها ونست نفسها مو غريب ينتهي فيها الحال نفس اغنيتك 😔,0,0,0,1,0,0,0,0,0,0,1
@sherine خلافات زوجية 😂😂😂😂😂😂,0,0,0,0,0,1,0,0,0,0,0
@sherine يالهوي ياشرين ❤ اد ايه الاغنيه فظيعه مش معقول مبروووك ياشيروووو ❤ مبروووك اميرطعيمه مبروووك خالد عز مبرووو… https,0,0,0,0,0,0,1,0,1,0,0
@Sherry72285979 جميل اوي ده ❤,0,0,0,0,0,0,1,0,0,0,0
@shfly3424 تشانيول بعد ما صار معضل ما خلى مكان ولا إنسان ولا حيوان ولا جماد ما تفصخ قدامه وصار يتفاخر || ||يونهو حبيب… https,0,1,0,0,0,0,0,0,0,0,0
@shitllife وضعنا صعب بس عندي امل بعد الغبار يأتي الربيع,0,0,0,0,0,0,0,1,0,0,0
@shizoyaa @xcxcvxx الدكتورة غثيثة واي أحد ينام تقوم تسأله وتسوي أشياء غبية وثرثارة وكل مااتذكر وجهها أنفس خلاص بسكت… https,0,1,0,0,0,0,0,0,0,0,0
@shmaly06 امين ياعزوتي الله يجزاك خير ❤️,0,0,0,0,0,0,1,0,0,0,0
@shmlan_k جزاك الله خير ي الغالي,0,0,0,0,0,0,1,0,0,0,0
@shoga1389 خيركم من تعلم القرآن وعلمه جزاك الله خير بالحسن,0,0,0,0,0,0,1,0,0,0,0
@shoga1389 خيركم من تعلم القرآن وعلمه جزاك الله خير يابوحسن,0,0,0,0,0,0,1,0,0,0,0
@ShoLataa ||اعرفك من زمان اوي مش لينا كلام مع بعض بس معرفش عنك غير كل خير ربنا يوفقك⁦❤️⁩,0,0,0,0,0,0,1,0,0,0,0
@Shooj771 روقي فديتك مافيها الا وجع الراس ❤️❤️❤️,0,0,0,0,0,0,1,0,0,0,0
@shosho201020201 اقولك دعاء حلو تقليه الصبح بسم الله اصبحنا واصبح الملك لله الهم رب العباد والبلاد الهم ارزقنا خير البلاد واكفن شر العباد,0,0,0,0,0,0,1,1,0,0,0
@ShougAA6 😐 يا شينهم اللي يقول انا ما اعطي كامل؟ خير ان شاء الله,0,0,0,1,0,0,0,0,0,0,0
@SHPZrCzmB1XAW3Z ياخي اتق الله لا يجوز هذا قول هذا الدعاء اللهم طهر قلبي وحصني فرجي الحلال زين ابعد عن الحرام واحذف… https,0,0,0,0,0,0,0,0,0,0,1
@Shyhanh511m ويسعد قلب سعاده دايمه يارب,0,0,0,0,0,0,1,0,0,0,0
@shzsaz الملاكم السوداني الله ديرحمه كان خلافات عائليه شخصيه مثل ما تصير عندكم بس ما وصلت للتمثيل بالجثه واخفاءاها… https,0,1,0,1,0,0,0,0,0,0,0
"@SibaMassa قال أبو حاتم البستي ""الواجب على العاقل أن يلزم الصمت إلى أن يلزمه التكلم،فما أكثر من ندم إذا نطق وأقل م… https",0,0,0,0,0,1,0,0,0,0,0
@sijij19 يمكن يكون خير لك ❤️ والله يرزقك يارب,0,0,0,0,0,0,1,1,0,0,0
@Sin9Ad1 ما فيه امل ترجع؟,0,0,0,0,1,0,0,0,0,0,0
@Sindrilla7 صباحك سعاده ورضاء يارب,0,0,0,0,0,0,1,0,0,0,0
@sir_nassar خاف من بعد ما العيال اتعادلوا و عمال يحسب ف كور مش ممكن||يا رب يسطى مش ناقصين كفاية السنة اللى فاتت,0,0,1,0,1,0,0,0,0,0,0
"@SkAlSaeed_ كل عام وانت بخير ، وعساها سنة خير عليك انشاءالله😍💙💙",0,0,0,0,0,0,1,1,0,0,0
@skargilr صادقه قرف,0,1,0,0,0,0,0,0,0,0,0
الله يشفيك ويعافيك يابو نايف .. لمن لا يعرف مرض الهربس أو الحزام الناري وطرق علاجه تفضلوا 👇🏻||https//t.co/HO9FRayWCQ,0,0,0,0,0,0,1,0,0,0,0
@sli6s اذا مو مزعج بحطك,0,0,0,0,0,1,0,0,0,0,0
@sli6s نو انت مزعج,0,0,0,0,0,0,0,0,0,0,1
@SlIlIlIlIlIl الله يلعنك وجع والله بالغلط ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه… https,0,0,0,0,0,0,0,0,1,0,0
@SLIMIDK يب غريب جداً والحمدلله ما سموني فيه,0,0,0,0,0,0,0,0,0,1,0
@sliver_121 @indo_pic رحله سعيده اخوي سلفر,0,0,0,0,0,0,0,1,0,0,0
@Sllll24 وجع محبةهالاسم 😔💚,1,0,0,0,0,0,0,0,0,0,0
@sm____o عساه صباح خير ع الجميع🤭🌸,0,0,0,0,0,0,0,1,0,0,0
@Smare1992 تصفيق المراره باقي له امل الدلخ,0,0,0,0,0,0,0,1,0,0,0
@SmartFitnessSA لو سمحت الي عمره ١٧ ونص في امل يسجل ؟,0,0,0,0,0,1,0,0,0,0,0
@smilealawys 😌😌😌مش احسن ما اروح لحد غريب,0,0,0,0,0,0,0,0,0,0,1
@Smom20201 قرف جسمه 🤮,0,1,0,0,0,0,0,0,0,0,0
@smuu_O @miss_mnaar 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 مت مت تعبير بوووس عجيب,0,0,0,0,0,0,0,0,1,1,0
@Snn_ksa صباحك سعاده 🌷,0,0,0,0,0,0,1,0,1,0,0
"@soas07 @ss_00044 @aboliali13980 والله ياجاهل ||قدوتنا رسولنا الكريم ""صلى الله عليه وسلم""؛ إذ قال «من حسن إسلام الم… https",0,0,0,0,0,0,0,0,0,0,1
@sobhi_gt طيب الحمدلله فيه امل يعني😂,0,0,0,0,0,0,0,1,1,0,0
" "" خذني صباح يشبهك كثر ما ايقنت||انك شبيه الغيم . . و الروح و الضي||جعل العمر و احلامي كلها انـت||ياللي صباحي دون وصلك ولا شي ""…",0,0,0,0,0,0,1,0,0,0,0
@sole_man08 طاب يومك وعمرك بسعاده وهناء وراحة بال لاتنتهي,0,0,0,0,0,0,1,1,0,0,0
@solly1_ @K______om جزاك الله خير فى نشر هذا الفيديو الجميل  والدنيا لِسَّه بخير,0,0,0,0,0,0,0,1,0,0,0
@somaya_yaq وما أدراكِ بالسياسة  يا حبيبتي روحي ربي أطفالك وشوف شغلك بلا وجع رأس,1,0,0,0,0,0,0,0,0,0,0
@Soofa_5 صح شي غريب في البداية 😂',0,0,0,0,0,0,0,0,0,1,0
@SosAgha عقبالك ❤ @waad_Eljack,0,0,0,0,0,0,1,0,0,0,0
@sosoooo1 الاشتياق لهفة.! لا يمكن شرحها في سطور .. والحنين .. حكاية وجع لا يمكن تلخيصها في كلمات.,0,0,0,1,0,0,1,0,0,0,0
@SoudAlsubaiey ونحن نطالب بفتح ملفات ابو غريب وقتل السفير الروسي وقتل مليون سوري و احتلال العراق وتسلينها لأيران وا… https,0,0,0,0,0,0,0,0,0,0,1
@souq_com_offers تــــــــــــــــــــــــــــــــم||.||.||.||.||.||.يارب ارزقني فَ أنت خير الرّازقين ..🍃,0,0,0,0,0,0,0,1,0,0,0
@spagov #استمرار_البدلات_للعسكريين_بعد_التقاعد كلنا امل في ملك الحزم وولي عهده   مساوات تقاعد العسكري بموظفي الدوله… https,0,0,0,0,0,0,0,1,0,0,0
@spagov يا وجع قلبه وجعاه||||وجهه يقول  لك وجه يا قتال تجي تعزيني في قتلك لوالدي,0,0,0,1,0,0,0,0,0,0,0
@sport_4all الله يوفقك||واتمنى منك انه محد يتدخل بشغلك.||امل الوصلاويه بالله وفيك||يمكن انته اللي تتفهم مطلب نادي الوص… https,0,0,0,0,0,0,0,1,0,0,0
@sr2hah صح مش ضعف,0,0,0,0,0,0,0,0,0,0,1
@ss1hh22 @Alhilal_FC لا تشمتي في المرض وجع,1,0,0,0,0,0,0,0,0,0,0
@ssaa055tt هصص بس اصلن جالسه بتويتر مو محبه فيكم انتظر الاردنيه تعتذر عن المحاضره عندي امل حتى في اخر دقيقه😩😭😭💔🚶🏼‍♀️,0,0,0,0,0,1,0,0,0,0,0
@ssaamm200177 جزاك الله خير ||الرحمن والمغفرة لنا ولهم ||و لجميع المؤمنين و المسلمين 🌹🌿 https,0,0,0,0,0,0,0,1,0,0,0
@ssabana17 يارب امين ان شاء الله فرج قريب وراحة,0,0,0,0,0,0,0,1,0,0,0
@Sshh650087981 @Alhilal_FC اعوذبالله منك يااخي خاف ربك,1,0,0,0,0,0,0,0,0,0,0
@SSLSIP @khaliidvip @KhalidMosaid @l7mpi @Al7lhh223 @Dr_NZH07 @saudq1978 @aalswaha @Awatif434 @Abo_rayan2000 عدم ار… https,0,0,0,0,0,0,0,0,0,0,0
@ssnnws0 @Kalmuqdad @hureyaksa و اللّه لست بآسفٍ على خاشقجي فتبًّا له||ولكن ما أحقر إبن سلمان و ما أعظم إهانة السّلط… https,1,1,0,0,0,0,0,0,0,0,0
@sssddd1009 خاف الله وتق الله وخاف عقاب الله لتروج الرذيله بين الناس رجال مكافحه الفساد الاخلاقي لكم بلمرصاد,0,0,1,0,0,0,0,0,0,0,0
@ssultan_222 @__l5l__ روعةة ❤,0,0,0,0,0,0,1,0,0,0,0
@ssyys0 وجع في شكله,0,1,0,0,0,0,0,0,0,0,0
